1.133070379881133078e+02,1.787647135425387432e+02,5.664608889394823210e-04
9.740384274418677535e+01,1.676608902400756165e+02,6.759841421869051785e-04
9.697511513050773146e+01,1.616464912814349759e+02,7.085065085567522885e-04
8.463233857500866009e+01,1.589064116429825617e+02,8.442414729877983654e-04
7.892222040921824089e+01,1.653931202891661485e+02,1.038487056977093446e-03
8.250424118126674955e+01,1.596325357553100446e+02,8.944157915306701848e-04
8.680451605923006753e+01,1.625859599416419314e+02,8.905362882805055186e-04
8.695878797708591890e+01,1.581362162099968316e+02,7.635558062398887244e-04
1.069598779967324731e+02,1.625843337556647725e+02,6.280204038417796456e-04
9.286205114649428083e+01,1.634333452174946331e+02,7.026510950206697097e-04
9.024408530017325347e+01,1.571345003673521603e+02,8.098665097719710696e-04
8.524854555401067557e+01,1.740085946827672387e+02,9.444779527229801418e-04
9.105478598958615066e+01,1.591237842928400426e+02,9.441393800496565483e-04
8.107586263336634147e+01,1.476940498033877986e+02,7.337417034689335980e-04
1.113053811379726739e+02,1.578728403869697274e+02,7.211781018075301246e-04
9.505864832820569177e+01,1.597826148136609561e+02,9.524900234679212468e-04
7.077364710032094308e+01,1.542224173261672604e+02,1.327182527468854503e-03
7.487062479943091375e+01,1.583215339959256767e+02,1.406524131631195669e-03
8.098661563341461544e+01,1.519087324764307425e+02,1.058405672698178304e-03
8.135841333404994202e+01,1.622078080975446426e+02,1.126071246375088273e-03
9.468752376973441187e+01,1.600122243956047328e+02,9.502749131344239526e-04
8.217169804134803712e+01,1.555243194679996463e+02,1.123553456948803023e-03
1.210116817504279254e+02,1.619124515607990702e+02,7.347013791779885257e-04
7.903436773051967634e+01,1.651412509670866768e+02,9.896470760990651663e-04
7.415261555895631318e+01,1.642755702831297242e+02,1.490210706825995145e-03
6.871575129832713458e+01,1.625707468509562830e+02,1.862775455643326562e-03
6.873040256466472897e+01,1.603366857018615974e+02,1.922794532802290591e-03
7.135557402622647771e+01,1.721211250252169975e+02,2.573941718387854141e-03
6.835376040783080498e+01,1.703643157501924463e+02,2.385305989430142309e-03
9.074052735949470616e+01,1.771820927474892926e+02,1.713514784392371334e-03
1.266319920404563817e+02,1.614606850571945813e+02,7.655608490540659686e-04
7.488480104670101412e+01,1.761846242325741798e+02,1.298918531683268410e-03
9.237564665617674109e+01,1.737714213237798901e+02,1.076797848499298814e-03
8.265518204912255840e+01,1.754964628373900553e+02,1.224105956168972630e-03
8.058342527310166759e+01,1.499937739192756965e+02,1.016233050307172340e-03
8.791409669332597332e+01,1.608236002932088695e+02,8.875915877925393254e-04
9.322687744367176776e+01,1.778507855529035737e+02,8.169323340281223591e-04
9.978767820110071796e+01,1.620114890788908042e+02,1.161456545938903840e-03
9.430224593221151963e+01,1.691266391243598264e+02,1.169561197420708638e-03
9.144320933334731194e+01,1.576790029863347513e+02,1.050238864150115393e-03
9.595751579691064137e+01,1.603298042881367280e+02,1.032329317437188313e-03
9.875894497789012405e+01,1.774527842332385603e+02,1.388899512365124583e-03
9.500059027702063474e+01,1.618272788257563093e+02,1.387641707820694639e-03
7.643276405063087964e+01,1.535026957855305341e+02,1.704260662919190004e-03
8.474650373966031225e+01,1.563769062196217021e+02,1.862424856899842643e-03
7.645982122111142587e+01,1.509041824871628705e+02,2.206512800783999757e-03
9.189277115231676873e+01,1.536728258136274405e+02,1.909939804880298516e-03
8.659268694228261154e+01,1.499779168086389234e+02,2.180743606136752947e-03
7.672354922070059047e+01,1.507591384415328832e+02,3.237357954639529054e-03
7.411722939931446774e+01,1.477967542069130502e+02,3.001423047433865454e-03
7.328000521677412848e+01,1.475369261542760455e+02,2.932125787203093779e-03
6.983679432342553639e+01,1.479916470580604937e+02,3.673006820770486659e-03
7.318741667371261883e+01,1.495350867204386134e+02,2.830749545937869590e-03
7.255627646108975171e+01,1.519010026409740135e+02,3.029518429269134703e-03
7.508815107981791925e+01,1.510508927078660975e+02,2.856929437018372250e-03
6.898990834493676516e+01,1.504259838926994064e+02,3.177022948466776305e-03
7.441161896126882880e+01,1.447066633754643874e+02,2.837584745605385358e-03
7.103808763866764764e+01,1.519634980406978570e+02,3.267946246588162088e-03
7.355858335037395079e+01,1.542167494119006506e+02,2.875180492234043639e-03
7.003147303059276396e+01,1.517866206648815819e+02,2.969283682145828183e-03
7.986798157509498708e+01,1.604643734637595287e+02,3.008518403845891580e-03
9.646462504758287082e+01,1.690201842050116454e+02,9.835578251301728761e-04
1.002624302415645161e+02,1.784474002826545131e+02,6.773393534074707151e-04
1.423540345115607693e+02,1.756735872512068966e+02,4.400536043512019864e-04
